CO,NO2,O3,PM10,PM2.5,SO2,label
0.24,12.0,35.0,43.0,15.0,5.0,0
0.31,15.0,26.0,42.0,16.0,6.1,0
0.4,21.0,16.0,44.0,15.0,7.1,0
0.48,25.0,9.9,42.0,12.0,6.5,0
0.49,25.0,8.2,39.0,10.0,5.3,0
0.62,28.0,4.2,40.0,15.0,5.0,0
0.52,24.0,6.3,37.0,20.0,4.4,0
0.38,23.0,6.5,34.0,18.0,5.7,0
0.34,21.0,6.4,38.0,18.0,4.7,0
0.22,15.0,10.0,35.0,19.0,2.8,0
0.18,13.0,14.0,29.0,18.0,4.0,0
0.2,16.0,13.0,28.0,18.0,4.0,0
0.23,15.0,12.0,29.0,15.0,3.1,0
0.27,17.0,10.0,24.0,13.0,3.1,0
0.33,17.0,12.0,27.0,15.0,3.2,0
0.52,18.0,17.0,31.0,13.0,4.0,0
0.53,21.0,19.0,31.0,13.0,3.7,0
0.3,13.0,31.0,35.0,15.0,2.9,0
0.26,12.0,43.0,51.0,17.0,2.2,1
0.26,13.0,52.0,55.0,17.0,3.4,1
0.32,15.0,60.0,48.0,15.0,4.4,1
0.27,13.0,57.0,54.0,16.0,3.7,1
0.28,14.0,60.0,57.0,17.0,4.1,1
0.3,20.0,40.0,55.0,113.0,4.4,2
0.33,17.0,28.0,50.0,0.0,5.7,0
0.42,20.0,23.0,44.0,13.0,6.0,0
0.45,23.0,17.0,45.0,15.0,7.0,0
0.54,26.0,13.0,48.0,17.0,8.6,0
1.09,39.0,4.5,53.0,21.0,4.7,1
0.55,26.0,6.0,51.0,19.0,4.7,1
0.78,29.0,11.0,48.0,16.0,3.2,0
0.48,18.0,19.0,43.0,17.0,2.0,0
0.5,20.0,14.0,39.0,17.0,2.3,0
0.3,11.0,25.0,42.0,18.0,3.1,0
0.33,14.0,21.0,44.0,18.0,3.1,0
0.25,11.0,23.0,43.0,17.0,3.2,0
0.23,9.2,22.0,37.0,17.0,2.6,0
0.29,15.0,18.0,37.0,18.0,3.2,0
0.55,25.0,8.4,38.0,17.0,3.0,0
1.11,33.0,1.2,40.0,18.0,3.7,0
1.42,33.0,1.4,39.0,23.0,3.5,0
0.59,28.0,11.0,29.0,22.0,3.0,0
0.69,34.0,2.0,28.0,17.0,3.5,0
0.69,36.0,3.4,34.0,15.0,3.4,0
0.64,32.0,5.0,32.0,13.0,3.0,0
0.6,28.0,4.9,28.0,10.0,2.9,0
0.72,34.0,3.3,31.0,15.0,3.1,0
0.97,36.0,1.6,33.0,19.0,3.9,0
0.83,34.0,2.5,29.0,16.0,3.5,0
0.81,36.0,3.5,32.0,16.0,5.0,0
0.83,40.0,5.8,34.0,12.0,11.0,0
0.61,30.0,24.0,24.0,8.0,5.4,0
0.57,34.0,19.0,21.0,10.0,9.8,0
0.57,27.0,27.0,23.0,12.0,5.8,0
0.54,24.0,31.0,21.0,10.0,4.6,0
0.42,19.0,35.0,24.0,13.0,5.2,0
0.3,11.0,43.0,33.0,15.0,4.3,0
0.23,8.0,47.0,35.0,14.0,2.8,0
0.18,5.0,50.0,33.0,13.0,1.8,0
0.19,6.0,46.0,31.0,15.0,1.5,0
0.2,7.1,45.0,34.0,15.0,1.6,0
0.24,9.7,43.0,38.0,15.0,1.6,0
0.34,21.0,36.0,39.0,19.0,1.7,0
0.6,24.0,42.0,45.0,21.0,2.1,0
0.72,29.0,38.0,49.0,26.0,1.8,0
0.56,29.0,41.0,51.0,28.0,1.8,1
0.52,28.0,41.0,56.0,27.0,2.0,1
0.53,28.0,37.0,55.0,26.0,2.0,1
0.49,22.0,47.0,53.0,22.0,2.0,1
0.45,21.0,45.0,50.0,20.0,1.8,0
0.44,21.0,46.0,35.0,10.0,1.6,0
0.48,24.0,43.0,35.0,12.0,1.7,0
0.62,28.0,38.0,35.0,14.0,1.7,0
0.69,26.0,39.0,31.0,13.0,1.6,0
0.54,21.0,43.0,32.0,14.0,1.6,0
0.5,20.0,43.0,35.0,15.0,1.7,0
0.48,20.0,45.0,26.0,12.0,1.6,0
0.5,19.0,47.0,20.0,9.0,1.5,0
0.41,16.0,50.0,20.0,6.0,1.5,0
0.31,11.0,55.0,17.0,6.0,1.7,1
0.28,9.6,53.0,18.0,5.0,2.2,1
0.27,9.4,50.0,13.0,4.0,2.3,0
0.26,10.0,43.0,9.0,5.0,2.2,0
0.27,11.0,39.0,6.0,4.0,1.9,0
0.38,13.0,33.0,7.0,4.0,2.1,0
0.55,27.0,16.0,11.0,5.0,2.7,0
0.98,34.0,14.0,20.0,6.0,3.6,0
1.06,32.0,26.0,23.0,9.0,4.4,0
0.67,24.0,37.0,21.0,10.0,4.5,0
0.48,18.0,43.0,22.0,10.0,4.0,0
0.45,17.0,44.0,24.0,10.0,2.4,0
0.61,32.0,21.0,28.0,11.0,3.7,0
0.65,35.0,19.0,31.0,16.0,3.8,0
0.61,34.0,27.0,29.0,17.0,2.9,0
0.64,29.0,45.0,29.0,18.0,3.0,0
0.87,38.0,38.0,33.0,22.0,2.6,0
1.14,44.0,29.0,33.0,20.0,2.8,0
2.03,62.0,5.6,39.0,24.0,3.4,1
1.65,47.0,3.0,42.0,23.0,4.5,0
1.61,47.0,0.6,34.0,17.0,4.9,0
1.66,46.0,0.8,32.0,17.0,5.2,0
1.25,41.0,2.6,37.0,16.0,3.8,0
0.88,37.0,3.0,40.0,15.0,4.6,0
0.61,33.0,2.2,44.0,17.0,5.7,0
0.53,29.0,3.8,44.0,17.0,5.7,0
0.55,29.0,4.7,44.0,21.0,10.0,0
0.53,26.0,3.7,43.0,24.0,9.9,0
0.39,19.0,8.9,40.0,21.0,6.1,0
0.45,18.0,9.3,37.0,17.0,3.5,0
0.44,19.0,18.0,27.0,12.0,3.7,0
0.52,17.0,29.0,21.0,10.0,2.6,0
0.54,18.0,30.0,17.0,8.0,3.0,0
0.59,23.0,26.0,24.0,10.0,5.4,0
0.51,18.0,30.0,28.0,14.0,3.4,0
0.49,17.0,34.0,27.0,17.0,3.1,0
0.45,16.0,38.0,26.0,12.0,2.9,0
0.45,15.0,41.0,22.0,7.0,2.2,0
0.56,17.0,41.0,26.0,11.0,2.1,0
0.61,20.0,38.0,26.0,17.0,2.2,0
1.05,43.0,17.0,29.0,19.0,2.5,0
1.1,45.0,4.1,33.0,18.0,3.1,0
1.23,45.0,3.2,29.0,16.0,3.2,0
1.47,45.0,0.7,27.0,14.0,3.0,0
1.03,40.0,2.5,26.0,12.0,2.5,0
1.23,38.0,1.5,21.0,11.0,2.6,0
1.37,37.0,0.5,21.0,11.0,2.9,0
1.29,35.0,0.6,23.0,10.0,2.7,0
1.19,33.0,0.6,23.0,10.0,2.6,0
1.33,33.0,0.6,23.0,10.0,3.1,0
0.93,31.0,5.0,23.0,10.0,3.6,0
0.33,14.0,18.0,23.0,6.0,5.4,0
0.37,17.0,15.0,18.0,3.0,4.1,0
0.25,11.0,22.0,13.0,2.0,3.3,0
0.53,26.0,7.0,15.0,4.0,3.5,0
0.56,24.0,10.0,17.0,7.0,5.0,0
0.72,27.0,9.5,17.0,8.0,5.1,0
0.35,14.0,24.0,20.0,10.0,4.0,0
0.29,10.0,32.0,10.0,7.0,3.0,0
0.31,10.0,32.0,6.0,4.0,2.6,0
0.29,9.0,33.0,13.0,0.0,2.5,0
0.29,11.0,29.0,10.0,0.0,3.1,0
0.26,11.0,31.0,11.0,4.0,2.3,0
0.34,13.0,34.0,12.0,2.0,2.1,0
0.35,13.0,36.0,10.0,3.0,1.9,0
0.57,25.0,22.0,11.0,8.0,2.2,0
0.64,27.0,20.0,15.0,7.0,2.0,0
0.66,32.0,17.0,18.0,4.0,2.1,0
0.62,29.0,19.0,18.0,6.0,2.6,0
0.59,27.0,19.0,13.0,10.0,2.0,0
0.58,28.0,18.0,12.0,8.0,2.8,0
0.46,19.0,26.0,11.0,6.0,2.2,0
0.41,17.0,25.0,10.0,5.0,5.0,0
0.29,12.0,31.0,15.0,6.0,3.5,0
0.24,11.0,31.0,15.0,7.0,4.8,0
0.24,9.1,33.0,15.0,7.0,3.5,0
0.21,7.9,34.0,15.0,7.0,2.0,0
0.31,14.0,25.0,10.0,4.0,2.0,0
0.43,22.0,18.0,13.0,4.0,2.4,0
0.84,30.0,15.0,23.0,10.0,4.2,0
0.95,30.0,19.0,21.0,14.0,4.2,0
0.84,35.0,15.0,17.0,15.0,3.2,0
0.74,35.0,17.0,20.0,11.0,2.5,0
0.64,31.0,21.0,21.0,10.0,2.4,0
0.47,22.0,31.0,21.0,10.0,2.5,0
0.46,23.0,30.0,20.0,12.0,2.7,0
0.63,39.0,21.0,43.0,17.0,3.7,0
0.77,41.0,18.0,39.0,15.0,4.0,0
0.78,41.0,16.0,39.0,15.0,5.5,0
0.69,30.0,22.0,42.0,15.0,2.9,0
0.64,30.0,25.0,32.0,15.0,2.9,0
0.6,28.0,26.0,29.0,14.0,3.3,0
0.57,26.0,26.0,35.0,17.0,3.4,0
0.49,22.0,28.0,38.0,19.0,3.4,0
0.33,13.0,35.0,38.0,18.0,2.8,0
0.31,12.0,33.0,35.0,20.0,2.7,0
0.23,9.1,36.0,34.0,22.0,2.9,0
0.2,9.4,37.0,37.0,20.0,3.2,0
0.23,11.0,35.0,38.0,17.0,3.3,0
0.28,14.0,29.0,38.0,18.0,6.1,0
0.41,23.0,21.0,40.0,20.0,4.6,0
0.7,29.0,21.0,46.0,20.0,5.7,0
0.84,37.0,16.0,49.0,18.0,10.0,0
0.95,42.0,11.0,49.0,22.0,11.0,0
0.67,43.0,11.0,49.0,25.0,11.0,0
0.6,42.0,14.0,43.0,25.0,13.0,0
0.49,29.0,24.0,38.0,25.0,4.4,0
0.63,35.0,20.0,43.0,23.0,4.1,0
0.72,38.0,14.0,49.0,19.0,5.3,0
0.76,41.0,9.4,45.0,20.0,5.5,0
0.91,40.0,7.7,35.0,22.0,3.6,0
1.08,41.0,4.5,35.0,20.0,3.0,0
1.35,42.0,1.1,42.0,21.0,2.9,0
1.43,40.0,0.8,39.0,22.0,3.0,0
1.75,39.0,0.7,38.0,21.0,3.2,0
1.33,36.0,0.7,35.0,18.0,2.9,0
1.44,36.0,0.6,33.0,20.0,3.1,0
1.53,35.0,0.6,37.0,22.0,3.1,0
1.14,30.0,0.6,35.0,16.0,2.7,0
1.18,29.0,0.6,29.0,15.0,2.7,0
1.43,32.0,0.6,32.0,20.0,3.1,0
1.32,30.0,0.7,34.0,20.0,3.3,0
1.43,29.0,0.9,34.0,19.0,3.8,0
1.48,33.0,2.4,39.0,20.0,4.4,0
1.89,44.0,5.2,48.0,26.0,3.7,0
2.01,49.0,11.0,55.0,28.0,3.3,1
1.46,43.0,24.0,61.0,27.0,4.0,1
0.74,31.0,44.0,59.0,23.0,6.0,1
0.53,30.0,52.0,55.0,21.0,6.4,1
0.46,24.0,43.0,49.0,21.0,5.0,0
0.29,16.0,39.0,35.0,14.0,3.9,0
0.22,12.0,33.0,28.0,9.0,3.5,0
0.23,13.0,30.0,24.0,6.0,3.1,0
0.29,15.0,23.0,24.0,5.0,2.2,0
0.48,22.0,14.0,23.0,9.0,2.6,0
0.84,32.0,3.9,26.0,12.0,3.9,0
1.41,33.0,2.3,28.0,12.0,2.9,0
0.6,24.0,6.6,22.0,11.0,4.8,0
1.33,25.0,1.0,27.0,9.0,3.1,0
2.05,25.0,0.9,29.0,8.0,3.9,0
2.02,25.0,0.8,29.0,9.0,3.8,0
1.39,24.0,0.8,38.0,10.0,6.3,0
0.73,22.0,0.5,40.0,11.0,6.8,0
0.49,20.0,0.5,38.0,13.0,6.3,0
0.38,17.0,0.7,34.0,12.0,5.9,0
0.5,19.0,0.7,28.0,12.0,5.5,0
0.66,18.0,0.9,27.0,12.0,4.0,0
0.89,21.0,1.5,31.0,11.0,4.7,0
0.54,20.0,6.3,33.0,11.0,5.0,0
0.44,18.0,11.0,28.0,15.0,3.6,0
0.38,17.0,22.0,32.0,14.0,3.0,0
0.21,9.4,36.0,33.0,10.0,2.3,0
0.19,7.4,36.0,35.0,12.0,2.2,0
0.17,6.8,36.0,37.0,15.0,2.3,0
0.18,7.5,34.0,31.0,12.0,2.7,0
0.19,9.2,32.0,29.0,10.0,3.6,0
0.19,8.9,33.0,29.0,11.0,3.1,0
0.23,10.0,33.0,31.0,13.0,2.8,0
0.41,18.0,27.0,35.0,15.0,4.1,0
0.44,18.0,25.0,39.0,13.0,4.8,0
0.37,17.0,19.0,38.0,14.0,4.4,0
0.4,20.0,13.0,38.0,15.0,4.7,0
0.43,21.0,6.8,40.0,15.0,5.6,0
0.36,18.0,6.2,39.0,15.0,3.4,0
0.3,15.0,7.5,37.0,15.0,3.7,0
0.33,17.0,3.8,35.0,11.0,3.8,0
0.27,16.0,4.8,34.0,11.0,4.5,0
0.27,16.0,4.2,34.0,14.0,4.3,0
0.32,18.0,2.1,34.0,15.0,5.5,0
0.25,16.0,3.9,32.0,12.0,4.4,0
0.33,17.0,2.6,28.0,9.0,5.2,0
0.38,16.0,5.6,31.0,8.0,4.4,0
0.42,16.0,12.0,31.0,12.0,4.5,0
0.34,13.0,22.0,29.0,12.0,3.4,0
0.29,13.0,34.0,32.0,12.0,3.2,0
0.24,11.0,45.0,34.0,11.0,3.1,0
0.26,12.0,57.0,39.0,10.0,3.9,1
0.27,11.0,58.0,44.0,14.0,3.7,1
0.21,10.0,58.0,44.0,17.0,3.5,1
0.23,12.0,52.0,49.0,16.0,4.2,1
0.24,12.0,48.0,50.0,15.0,4.3,0
0.3,16.0,42.0,44.0,15.0,5.1,0
0.42,20.0,35.0,51.0,18.0,5.1,1
0.62,27.0,22.0,53.0,18.0,5.9,1
0.49,23.0,18.0,39.0,15.0,6.0,0
0.69,31.0,7.8,37.0,17.0,5.8,0
0.64,27.0,10.0,42.0,16.0,6.9,0
0.59,26.0,6.5,42.0,15.0,5.9,0
0.55,26.0,5.3,40.0,14.0,7.6,0
0.59,28.0,1.9,43.0,16.0,9.2,0
0.34,22.0,4.7,39.0,19.0,5.3,0
0.34,22.0,3.5,34.0,17.0,5.1,0
0.38,19.0,4.3,32.0,12.0,2.6,0
0.4,16.0,2.7,29.0,9.0,2.1,0
0.57,18.0,1.5,32.0,10.0,4.6,0
0.5,19.0,7.0,38.0,13.0,5.4,0
0.42,16.0,14.0,37.0,15.0,4.3,0
0.28,11.0,26.0,35.0,11.0,2.3,0
0.3,12.0,34.0,37.0,10.0,2.4,0
0.25,10.0,44.0,38.0,12.0,2.6,0
0.28,12.0,52.0,45.0,15.0,3.1,1
0.25,10.0,54.0,49.0,15.0,2.9,1
0.25,9.8,50.0,45.0,15.0,2.7,0
0.27,13.0,44.0,49.0,14.0,4.1,0
0.28,12.0,45.0,51.0,12.0,4.0,1
0.28,13.0,39.0,50.0,10.0,3.2,0
0.36,16.0,33.0,48.0,11.0,2.9,0
0.45,19.0,26.0,42.0,11.0,4.8,0
0.52,24.0,12.0,42.0,13.0,5.0,0
0.51,23.0,9.2,45.0,16.0,4.5,0
0.41,20.0,6.5,43.0,18.0,4.7,0
0.41,18.0,5.3,42.0,17.0,4.2,0
0.33,16.0,6.5,44.0,15.0,5.0,0
0.3,15.0,6.3,46.0,16.0,5.3,0
0.25,15.0,6.3,44.0,15.0,6.4,0
0.22,13.0,7.4,35.0,15.0,5.1,0
0.23,15.0,9.0,31.0,15.0,5.6,0
0.18,10.0,23.0,34.0,11.0,4.0,0
0.25,14.0,11.0,34.0,13.0,3.2,0
0.4,17.0,5.3,28.0,12.0,3.2,0
0.42,18.0,9.3,23.0,12.0,2.9,0
0.39,15.0,12.0,26.0,13.0,3.1,0
0.37,14.0,18.0,35.0,14.0,3.6,0
0.34,15.0,32.0,35.0,15.0,3.3,0
0.29,11.0,47.0,39.0,17.0,3.0,0
0.29,9.5,59.0,45.0,19.0,3.1,1
0.25,8.5,61.0,39.0,16.0,2.9,1
0.27,10.0,55.0,39.0,16.0,3.0,1
0.33,15.0,45.0,46.0,18.0,3.6,0
0.33,15.0,45.0,48.0,17.0,3.9,0
0.52,21.0,39.0,44.0,17.0,3.6,0
0.63,22.0,37.0,46.0,23.0,3.6,0
0.56,22.0,33.0,50.0,24.0,3.9,0
0.64,25.0,25.0,45.0,25.0,4.2,0
0.65,28.0,20.0,46.0,30.0,4.5,0
0.33,14.0,32.0,42.0,24.0,3.8,0
0.43,17.0,27.0,33.0,15.0,3.7,0
0.54,23.0,19.0,37.0,14.0,3.7,0
0.45,20.0,16.0,39.0,10.0,2.8,0
0.42,21.0,13.0,35.0,10.0,3.5,0
0.36,13.0,12.0,32.0,16.0,2.7,0
0.38,12.0,12.0,33.0,18.0,2.1,0
0.39,14.0,10.0,31.0,18.0,2.4,0
0.46,17.0,7.3,24.0,12.0,2.4,0
0.79,23.0,5.5,39.0,12.0,4.0,0
0.75,23.0,9.1,46.0,20.0,4.4,0
0.64,27.0,17.0,45.0,24.0,6.8,0
0.42,19.0,28.0,51.0,25.0,4.0,1
0.32,15.0,30.0,42.0,16.0,3.3,0
0.37,18.0,29.0,31.0,10.0,3.6,0
0.31,17.0,35.0,31.0,13.0,3.5,0
0.33,17.0,46.0,40.0,20.0,5.5,0
0.45,20.0,48.0,50.0,20.0,4.4,0
0.36,16.0,42.0,50.0,20.0,3.5,0
0.44,18.0,23.0,48.0,19.0,3.5,0
0.75,27.0,13.0,43.0,16.0,4.3,0
1.38,52.0,9.7,48.0,24.0,6.1,1
1.19,48.0,9.7,51.0,27.0,5.0,1
1.2,47.0,8.6,48.0,25.0,4.6,0
1.25,45.0,5.6,50.0,25.0,4.0,0
0.93,34.0,5.9,54.0,26.0,2.8,1
0.81,30.0,2.5,56.0,27.0,3.2,1
0.51,18.0,5.1,49.0,24.0,2.0,0
0.39,15.0,4.3,38.0,15.0,2.0,0
0.67,27.0,1.5,45.0,18.0,5.8,0
0.75,26.0,0.8,54.0,22.0,6.4,1
0.62,21.0,1.1,53.0,17.0,6.5,1
0.73,26.0,2.6,50.0,20.0,7.6,0
1.05,36.0,11.0,53.0,25.0,5.8,1
0.82,27.0,28.0,51.0,25.0,4.1,1
0.57,20.0,58.0,48.0,24.0,4.3,1
0.4,20.0,63.0,53.0,25.0,5.8,1
0.31,15.0,69.0,50.0,23.0,3.2,1
0.34,16.0,80.0,44.0,20.0,4.0,1
0.32,15.0,79.0,44.0,22.0,4.7,1
0.28,15.0,67.0,50.0,20.0,4.6,1
0.34,19.0,50.0,49.0,17.0,4.0,0
0.6,31.0,39.0,49.0,20.0,4.3,0
0.78,36.0,31.0,46.0,23.0,6.5,0
0.94,45.0,13.0,40.0,21.0,15.0,0
0.7,32.0,25.0,42.0,18.0,9.3,0
0.76,34.0,18.0,42.0,17.0,7.2,0
0.94,38.0,8.6,39.0,20.0,5.7,0
1.05,38.0,5.8,39.0,20.0,4.8,0
0.71,34.0,0.9,48.0,20.0,12.0,0
0.41,26.0,1.1,49.0,19.0,6.5,0
0.52,26.0,0.8,44.0,17.0,6.8,0
0.45,25.0,0.7,39.0,19.0,5.5,0
0.42,20.0,0.6,37.0,19.0,6.6,0
0.46,21.0,0.7,39.0,18.0,8.4,0
0.48,20.0,1.4,42.0,20.0,5.7,0
0.57,22.0,4.4,43.0,20.0,5.4,0
0.53,18.0,12.0,40.0,20.0,4.7,0
0.48,20.0,20.0,33.0,17.0,4.9,0
0.37,18.0,27.0,32.0,13.0,5.0,0
0.28,15.0,31.0,34.0,10.0,5.1,0
0.27,13.0,47.0,38.0,12.0,5.3,0
0.24,12.0,43.0,39.0,14.0,4.2,0
0.21,11.0,48.0,33.0,15.0,3.8,0
0.2,10.0,41.0,33.0,16.0,3.7,0
0.23,13.0,33.0,31.0,12.0,4.6,0
0.24,12.0,31.0,29.0,13.0,3.9,0
0.42,19.0,21.0,28.0,14.0,5.9,0
0.68,26.0,8.2,29.0,10.0,6.2,0
0.87,30.0,1.7,32.0,9.0,6.6,0
0.81,26.0,0.8,33.0,10.0,6.0,0
0.9,26.0,0.7,31.0,12.0,6.5,0
0.73,32.0,1.1,33.0,12.0,12.0,0
0.54,28.0,2.7,35.0,12.0,10.0,0
0.3,21.0,0.9,34.0,9.0,7.8,0
0.29,22.0,1.5,34.0,10.0,9.6,0
0.36,21.0,1.8,33.0,13.0,6.0,0
0.42,25.0,0.7,31.0,12.0,7.9,0
0.39,25.0,0.7,38.0,14.0,8.8,0
0.38,24.0,1.1,37.0,15.0,9.4,0
0.49,24.0,2.2,35.0,15.0,10.0,0
0.64,25.0,5.9,42.0,15.0,8.7,0
0.51,22.0,17.0,42.0,14.0,6.3,0
0.36,16.0,28.0,37.0,13.0,5.0,0
0.35,20.0,38.0,42.0,18.0,3.2,0
0.32,14.0,58.0,48.0,21.0,3.6,1
0.34,18.0,47.0,51.0,22.0,3.2,1
0.31,16.0,34.0,53.0,20.0,2.7,1
0.37,20.0,27.0,55.0,21.0,3.1,1
0.52,29.0,20.0,55.0,25.0,4.9,1
0.87,43.0,6.6,60.0,26.0,8.0,1
1.26,46.0,2.9,62.0,25.0,6.1,1
1.24,45.0,2.4,60.0,24.0,5.0,1
1.24,46.0,0.8,61.0,25.0,5.6,1
1.29,45.0,0.8,66.0,31.0,7.0,1
0.99,43.0,1.0,71.0,35.0,8.1,1
0.63,35.0,1.0,72.0,32.0,6.5,1
0.45,26.0,4.0,72.0,29.0,5.5,1
0.29,21.0,7.5,65.0,27.0,5.1,1
0.24,17.0,10.0,55.0,24.0,4.6,1
0.24,20.0,7.9,54.0,22.0,5.7,1
0.31,20.0,5.6,50.0,21.0,5.3,0
0.38,21.0,2.6,45.0,20.0,4.9,0
0.34,17.0,6.9,45.0,20.0,4.6,0
0.51,18.0,9.9,46.0,20.0,5.7,0
0.38,14.0,20.0,40.0,18.0,3.3,0
0.3,14.0,26.0,32.0,11.0,3.4,0
0.24,12.0,35.0,33.0,10.0,2.8,0
0.23,12.0,39.0,35.0,12.0,2.8,0
0.24,11.0,58.0,38.0,14.0,3.1,1
0.28,14.0,66.0,45.0,13.0,4.5,1
0.27,14.0,56.0,48.0,14.0,5.1,1
0.29,14.0,38.0,44.0,15.0,4.2,0
0.33,17.0,24.0,35.0,12.0,5.1,0
0.37,17.0,21.0,27.0,9.0,4.0,0
0.54,21.0,13.0,23.0,11.0,3.6,0
0.52,20.0,13.0,22.0,10.0,3.4,0
0.42,19.0,12.0,27.0,7.0,3.7,0
0.44,18.0,12.0,29.0,10.0,3.6,0
0.37,15.0,15.0,29.0,11.0,3.3,0
0.48,19.0,22.0,37.0,16.0,5.1,0
0.39,15.0,33.0,43.0,17.0,4.8,0
0.33,10.0,36.0,34.0,10.0,2.4,0
0.31,10.0,37.0,27.0,10.0,2.9,0
0.29,9.5,38.0,27.0,14.0,2.7,0
0.31,9.3,37.0,27.0,18.0,2.3,0
0.33,11.0,37.0,34.0,20.0,3.0,0
0.48,18.0,29.0,40.0,22.0,3.1,0
0.56,20.0,28.0,43.0,25.0,3.1,0
0.61,21.0,33.0,49.0,26.0,4.8,0
0.63,26.0,31.0,61.0,32.0,7.2,1
0.58,22.0,40.0,65.0,31.0,4.3,1
0.53,18.0,54.0,55.0,31.0,3.2,1
0.55,19.0,63.0,49.0,28.0,3.2,1
0.56,22.0,54.0,48.0,24.0,3.1,1
0.51,20.0,48.0,44.0,22.0,2.5,0
0.54,24.0,38.0,46.0,22.0,3.4,0
0.67,33.0,17.0,62.0,23.0,2.5,1
0.87,32.0,17.0,50.0,20.0,2.3,0
1.07,34.0,11.0,27.0,15.0,2.5,0
1.06,33.0,7.9,27.0,13.0,2.2,0
1.04,31.0,5.8,26.0,14.0,2.3,0
0.9,29.0,6.5,26.0,14.0,2.3,0
0.93,27.0,4.7,27.0,12.0,2.5,0
0.9,26.0,3.2,27.0,10.0,2.4,0
0.81,25.0,1.6,28.0,12.0,2.2,0
0.8,26.0,0.6,37.0,15.0,3.4,0
0.66,23.0,0.6,42.0,15.0,3.8,0
0.53,21.0,0.7,35.0,17.0,3.2,0
0.7,21.0,0.7,38.0,18.0,2.4,0
0.7,18.0,0.8,37.0,15.0,2.3,0
0.69,19.0,2.2,35.0,12.0,2.0,0
0.74,23.0,8.1,39.0,17.0,2.2,0
0.59,19.0,24.0,56.0,24.0,3.4,1
0.5,18.0,39.0,61.0,29.0,4.2,1
0.33,12.0,45.0,51.0,26.0,3.5,1
0.36,14.0,52.0,53.0,21.0,3.9,1
0.34,12.0,60.0,46.0,24.0,4.8,1
0.41,16.0,54.0,42.0,25.0,3.1,1
0.34,12.0,52.0,42.0,24.0,2.7,1
0.43,19.0,43.0,37.0,20.0,1.6,0
0.55,26.0,32.0,24.0,11.0,1.3,0
0.61,25.0,30.0,20.0,9.0,1.4,0
0.81,28.0,26.0,18.0,10.0,1.5,0
0.89,35.0,16.0,16.0,10.0,1.6,0
0.91,33.0,10.0,15.0,7.0,1.6,0
1.08,39.0,3.4,21.0,10.0,1.7,0
1.31,36.0,0.8,24.0,11.0,2.4,0
0.58,20.0,7.2,27.0,7.0,1.5,0
0.47,17.0,7.1,28.0,4.0,1.6,0
0.69,25.0,1.4,29.0,6.0,3.4,0
0.64,25.0,0.6,32.0,9.0,4.9,0
0.52,21.0,0.6,32.0,10.0,5.1,0
0.56,20.0,0.6,38.0,13.0,4.7,0
0.58,19.0,1.4,39.0,15.0,4.7,0
0.74,23.0,4.3,35.0,16.0,4.4,0
0.97,26.0,11.0,37.0,17.0,3.3,0
0.91,29.0,26.0,40.0,18.0,3.4,0
0.48,23.0,30.0,43.0,17.0,4.8,0
0.32,17.0,46.0,42.0,16.0,3.7,0
0.28,14.0,55.0,39.0,18.0,3.7,1
0.34,16.0,54.0,37.0,18.0,4.9,1
0.27,12.0,67.0,35.0,13.0,4.0,1
0.26,12.0,70.0,34.0,13.0,3.6,1
0.3,16.0,45.0,37.0,15.0,4.1,0
0.32,17.0,32.0,38.0,14.0,4.9,0
0.43,23.0,32.0,33.0,17.0,4.5,0
0.5,25.0,31.0,37.0,19.0,4.4,0
0.62,29.0,15.0,40.0,19.0,6.5,0
0.64,30.0,3.7,38.0,16.0,7.7,0
0.69,31.0,1.8,37.0,16.0,7.9,0
0.85,35.0,4.7,42.0,17.0,4.2,0
0.73,30.0,11.0,45.0,17.0,3.8,0
0.57,23.0,12.0,43.0,16.0,4.0,0
0.52,24.0,1.9,49.0,19.0,5.2,0
0.5,25.0,0.8,50.0,19.0,6.2,0
0.42,22.0,0.7,44.0,20.0,7.6,0
0.41,20.0,1.6,42.0,18.0,4.4,0
0.39,16.0,6.1,40.0,15.0,2.9,0
0.42,15.0,11.0,39.0,15.0,2.8,0
0.78,24.0,16.0,38.0,15.0,2.8,0
0.64,20.0,40.0,38.0,19.0,2.9,0
0.38,16.0,37.0,38.0,17.0,3.0,0
0.35,17.0,48.0,37.0,15.0,2.8,0
0.3,13.0,64.0,34.0,15.0,2.7,1
0.27,12.0,59.0,37.0,16.0,3.7,1
0.23,12.0,41.0,40.0,15.0,3.7,0
0.22,12.0,42.0,42.0,12.0,3.9,0
0.24,12.0,40.0,38.0,14.0,3.7,0
0.3,15.0,39.0,37.0,16.0,3.4,0
0.37,17.0,39.0,38.0,17.0,4.1,0
0.51,22.0,34.0,37.0,18.0,3.6,0
0.73,32.0,9.4,42.0,18.0,6.3,0
0.58,31.0,7.0,43.0,18.0,6.6,0
0.66,33.0,4.1,38.0,19.0,5.6,0
0.6,21.0,13.0,35.0,19.0,1.9,0
0.55,20.0,11.0,34.0,19.0,2.0,0
0.38,14.0,13.0,34.0,16.0,1.9,0
0.36,14.0,8.9,33.0,14.0,2.7,0
0.41,20.0,3.3,37.0,13.0,3.9,0
0.43,21.0,2.8,37.0,14.0,3.9,0
0.32,16.0,4.7,32.0,13.0,3.8,0
0.44,18.0,2.2,31.0,11.0,3.4,0
